dates,satname,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079
2003-12-26 21:59:30.091000,L5,460.23,467.96,455.56,433.34,441.04,449.77,451.55,450.59,447.63,444.09,457.50,457.44,446.02,441.82,443.95,446.59,442.70,468.76,457.02,444.19,436.56,425.39,434.21,446.75,435.38,434.53,442.03,449.21,444.09,426.54,431.01,441.83,438.66,432.26,426.44,432.46,432.82,430.96,420.33,425.68,446.25,438.13,426.63,432.80,439.06,444.11,446.20,440.04,439.26,422.80,429.96,431.85,434.42,427.16,427.98,418.37,419.05,423.76,417.95,431.16,429.94,420.60,419.79,415.94,401.90,400.36,400.62,414.45,422.52,423.91,414.99,413.93,422.98,423.53,422.13,414.40,404.97,418.84,432.57,429.61
2004-01-27 21:59:38.149000,L5,354.54,309.98,342.89,287.40,275.92,306.28,303.96,295.63,170.47,146.76,151.19,308.59,360.72,366.52,380.21,380.07,251.48,253.45,278.60,258.47,244.13,357.33,367.88,373.48,361.71,356.00,374.47,374.94,379.53,373.55,380.82,379.07,372.81,368.44,369.70,362.32,380.73,374.27,365.35,366.80,376.38,373.87,370.53,374.78,361.58,372.82,371.24,362.18,363.05,364.50,369.63,366.58,370.72,368.49,374.22,365.30,356.18,364.61,344.10,357.28,363.46,367.90,371.23,363.93,342.86,339.88,337.62,341.22,350.90,356.43,352.40,353.27,351.78,357.99,361.41,361.78,347.27,347.41,346.35,329.22
2004-03-31 21:59:59.745000,L5,403.63,404.37,411.36,379.76,396.77,387.81,376.94,397.86,413.06,408.56,423.50,418.50,407.42,407.15,418.70,436.18,423.53,424.41,418.31,406.70,408.84,404.61,408.56,422.21,409.59,406.82,402.51,400.10,411.71,397.94,410.09,409.89,404.56,400.22,402.42,400.19,415.37,409.25,399.61,405.08,418.07,409.19,406.81,411.79,401.74,408.72,401.21,391.00,393.77,394.42,401.36,397.34,404.05,402.14,399.91,397.82,401.24,404.59,392.31,401.22,399.13,404.44,404.26,395.74,390.61,384.56,373.31,376.69,384.14,388.76,390.29,391.46,387.54,390.21,388.27,391.20,391.20,398.27,400.45,393.23
2004-05-02 22:00:57.398000,L5,458.03,458.76,439.05,458.52,449.31,453.24,450.26,438.79,440.89,428.96,445.24,449.09,448.14,434.30,450.25,450.88,443.03,436.37,435.70,415.67,423.76,412.10,427.84,446.37,437.51,443.78,440.97,433.61,434.57,419.64,431.28,430.07,423.78,417.52,434.08,415.73,427.00,427.80,413.95,420.59,435.29,428.00,424.43,436.88,425.94,431.41,424.48,424.70,422.77,416.37,421.24,418.24,431.14,417.52,414.85,415.37,412.54,413.93,408.00,410.49,416.36,426.75,424.96,426.79,414.58,414.59,408.38,406.33,413.25,411.63,419.14,415.72,437.45,437.31,433.84,445.45,415.17,420.23,430.32,431.98
2004-05-18 22:01:26.569000,L5,,,,,254.12,229.61,286.02,197.02,329.72,344.14,330.64,305.88,287.89,288.23,284.84,270.18,283.31,285.71,288.00,303.73,326.44,327.84,322.42,345.64,276.86,269.52,288.93,292.57,319.05,276.15,271.07,346.58,344.49,346.97,332.52,327.69,314.61,292.67,286.04,281.92,296.84,295.77,279.73,299.71,310.89,324.41,332.71,325.19,338.56,343.49,339.28,329.94,341.25,333.81,332.12,320.81,335.32,340.44,329.40,307.59,311.45,338.91,343.32,334.18,325.96,328.45,164.92,274.04,157.11,194.85,346.50,340.99,344.79,336.73,336.39,,140.03,327.26,329.54,306.25
2004-06-12 21:55:59.429000,L5,,,,,,244.22,204.82,153.88,,333.97,295.21,330.07,284.59,281.07,280.77,257.28,246.11,263.20,234.88,236.75,300.51,280.61,320.31,280.92,340.90,339.02,346.46,340.46,191.53,262.99,334.48,333.69,335.19,343.44,342.24,330.54,312.82,245.56,313.74,297.10,314.99,282.36,296.48,311.64,310.41,321.55,319.73,310.65,321.26,325.87,325.11,323.04,340.45,332.91,318.64,334.55,334.44,337.25,326.26,327.64,320.28,339.28,326.47,324.79,324.58,316.69,,320.26,334.82,335.87,331.06,172.41,182.97,342.22,347.26,171.71,167.02,,,
2004-07-21 22:03:15.748000,L5,366.47,359.46,320.05,,,271.21,320.03,344.46,374.75,378.43,385.08,387.28,391.56,389.59,388.96,394.73,391.28,395.04,391.76,377.79,368.68,345.66,336.98,250.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.44,342.16,458.19,389.65,375.36,379.02,367.88,371.01,370.03,368.01,357.97,352.43,349.77,359.95,372.62,370.10,371.74,360.51,366.57,369.41,366.69,364.03,363.51,361.49,359.09,347.19
2004-10-18 21:59:11.702000,L5,387.50,389.41,391.91,335.96,333.45,337.78,338.89,375.81,381.49,387.26,391.61,393.30,389.94,390.76,400.16,399.23,401.88,398.10,397.66,384.25,383.79,375.73,383.40,397.14,382.72,379.37,391.24,390.01,396.75,388.13,394.37,399.52,393.44,391.58,386.54,385.08,406.69,390.94,385.99,385.33,393.64,396.54,390.39,392.07,382.60,386.70,383.72,375.27,378.24,379.95,383.50,379.23,389.50,386.00,387.62,384.92,383.86,384.04,378.04,385.85,380.51,387.85,388.57,378.83,370.31,363.91,363.69,365.12,375.34,379.23,374.58,373.77,379.04,378.47,379.37,373.09,365.85,369.09,366.63,357.67
2005-01-13 22:06:52.927000,L5,386.65,389.84,389.57,331.78,338.92,342.45,343.70,384.19,388.71,388.72,398.13,401.91,385.01,376.10,390.25,390.62,388.98,389.68,388.85,374.90,374.27,365.20,387.82,402.59,393.91,387.39,398.13,398.71,404.78,397.43,404.50,409.11,401.82,388.67,378.67,375.41,402.40,382.48,375.46,375.54,384.75,385.56,379.95,392.69,386.66,393.42,389.43,382.42,387.01,385.77,389.21,387.28,392.82,386.49,375.91,372.33,372.03,368.81,361.59,371.86,367.86,376.39,376.45,380.25,373.40,370.46,366.01,372.57,381.42,384.92,382.25,380.19,382.39,368.00,368.75,360.66,354.98,353.01,352.81,344.99
2005-01-22 22:00:50.292000,L5,398.14,399.56,402.73,341.24,350.72,351.04,349.70,383.68,390.75,391.61,399.50,403.49,395.83,393.77,410.48,416.49,414.29,415.88,410.91,400.26,399.04,387.89,397.44,411.06,399.48,386.09,399.51,398.47,405.48,399.07,405.56,408.17,403.04,398.07,394.47,399.66,415.66,406.72,395.57,397.84,407.60,408.68,402.28,404.89,402.38,396.12,394.34,387.98,391.26,393.26,393.82,391.28,398.96,390.18,394.80,396.53,397.21,393.71,388.82,396.71,395.01,403.91,403.61,395.68,385.92,371.23,366.37,374.14,381.63,383.45,384.03,381.93,383.35,388.10,391.22,391.63,382.00,383.41,386.47,374.09
2005-02-14 22:07:21.106000,L5,412.04,406.57,411.16,401.05,419.70,423.42,421.10,428.41,433.74,426.49,433.84,432.35,423.59,422.64,420.16,424.64,423.99,424.79,418.43,408.04,406.84,391.16,400.06,415.32,413.40,407.69,423.00,422.39,423.42,421.58,431.84,428.93,420.32,417.06,416.57,408.73,413.05,405.80,400.08,408.01,412.96,410.64,398.57,409.31,404.10,419.48,414.79,411.87,413.25,412.52,418.15,413.33,413.77,407.66,405.12,402.74,391.13,391.31,385.11,392.71,394.33,401.11,404.85,405.05,396.32,400.32,403.16,406.87,409.78,404.29,406.07,401.49,401.88,407.28,401.82,390.23,389.36,398.54,403.37,390.52
2005-05-14 22:01:54.308000,L5,295.72,341.71,346.57,256.19,263.59,282.02,282.18,219.57,333.71,336.67,344.53,332.24,292.33,337.22,333.34,329.33,330.95,344.91,346.17,312.59,333.36,332.24,335.87,347.77,336.50,341.39,351.61,350.67,355.74,346.81,355.73,348.77,344.83,350.17,341.73,245.25,348.82,321.24,328.64,301.71,309.47,295.11,290.66,313.48,315.42,346.30,335.43,,,,,,288.38,299.99,294.68,306.38,317.58,335.83,321.95,309.97,317.50,331.31,331.10,313.54,314.75,305.45,,,,143.46,339.73,335.62,336.24,321.80,287.00,,,,,
2005-06-15 22:02:10.206000,L5,382.56,386.07,383.21,334.19,378.84,377.47,365.56,397.53,391.38,393.68,399.92,412.85,408.42,395.62,410.96,401.00,402.10,406.36,404.00,393.28,383.08,381.65,382.58,399.11,393.91,382.18,396.54,392.64,394.06,395.42,397.54,403.33,395.70,391.68,386.76,392.71,407.36,395.28,386.55,388.31,395.89,395.98,387.38,387.84,381.78,391.03,395.98,382.95,386.48,386.65,391.92,389.59,396.50,391.48,396.87,390.88,386.06,393.45,383.05,383.74,377.47,382.01,383.66,385.73,380.13,373.24,370.06,385.90,383.75,387.67,392.04,387.89,389.39,394.18,385.02,376.86,370.86,372.98,375.35,361.41
2005-06-22 22:08:22.866000,L5,392.16,446.46,412.95,417.39,395.73,429.45,421.43,419.72,435.17,429.28,422.73,424.53,419.76,412.78,411.10,428.08,424.09,410.73,406.62,396.06,394.45,390.54,390.90,416.18,405.13,385.85,406.36,402.35,410.43,401.47,407.59,409.25,412.35,416.64,397.55,411.42,407.36,403.12,393.47,394.27,404.44,392.59,402.52,402.31,394.37,396.93,396.87,396.67,391.66,401.42,404.09,403.61,406.85,403.67,410.29,404.98,406.50,408.60,392.22,390.99,385.58,387.75,391.82,386.56,387.95,391.01,385.84,388.52,416.71,404.21,415.02,410.76,411.78,401.38,396.12,396.58,392.65,385.16,394.79,377.56
2005-08-09 22:08:46.932000,L5,393.02,399.58,400.23,357.61,365.57,372.58,381.33,384.57,405.84,409.90,414.51,419.41,408.21,408.13,416.23,414.37,417.47,414.85,407.95,392.22,395.68,380.52,388.23,400.46,394.97,389.24,399.10,396.47,397.39,404.69,410.97,415.25,404.04,402.59,397.53,408.41,411.74,403.16,393.66,393.22,396.69,391.99,385.64,394.55,387.88,399.88,392.01,381.97,390.69,394.65,404.15,399.53,403.40,397.38,405.49,400.49,395.24,399.00,391.92,390.93,383.67,392.42,390.59,378.93,382.78,375.67,369.05,383.66,386.20,389.23,392.49,384.82,394.90,399.43,393.68,385.02,374.72,377.66,378.37,366.17
2005-08-25 22:08:52.862000,L5,386.07,388.62,391.92,327.83,361.30,349.40,364.77,392.69,400.23,403.78,406.02,408.32,405.79,396.26,400.75,403.47,400.19,400.82,398.36,391.46,386.36,373.27,384.86,396.71,391.38,387.23,392.63,395.95,401.67,393.34,403.03,403.58,398.99,396.49,387.58,387.24,405.35,389.57,382.89,385.58,393.56,387.19,383.96,386.74,387.00,392.63,393.42,386.27,386.64,386.25,396.25,394.25,396.45,393.89,392.84,385.51,383.55,384.35,377.29,382.66,381.18,391.19,389.18,384.65,377.45,374.05,373.14,378.79,388.42,390.08,386.03,382.74,386.87,387.64,384.32,375.01,368.26,370.37,371.21,360.13
2005-09-10 22:08:55.708000,L5,403.53,409.16,414.81,400.22,419.90,423.64,424.79,431.57,436.56,433.73,437.92,437.27,429.46,430.00,426.41,431.89,429.01,422.23,422.33,408.36,407.95,396.21,404.41,419.69,402.80,401.73,413.35,412.82,420.46,408.49,420.27,419.62,411.87,407.64,404.61,406.75,422.59,411.11,400.20,398.36,411.71,411.80,402.98,407.98,401.24,406.04,406.13,400.10,405.11,408.41,415.29,413.15,416.73,410.13,410.41,402.46,403.31,405.90,388.08,396.12,396.24,404.31,402.17,392.92,392.65,385.79,379.12,392.27,397.40,404.02,402.44,403.63,412.47,413.02,407.03,397.55,388.24,380.51,380.31,378.37
2005-11-13 22:09:08.414000,L5,,,,201.29,430.72,329.86,325.47,381.65,392.48,330.92,333.60,323.53,,,,,,,,,,,,,,,,,,,370.92,393.76,380.91,381.74,379.69,373.11,384.06,378.70,373.95,365.06,370.39,377.10,367.43,349.12,357.07,360.36,356.72,356.92,370.61,371.48,380.58,376.56,379.69,387.95,391.67,385.75,385.16,385.62,376.48,385.40,381.92,386.00,390.61,370.58,365.20,356.19,357.41,361.44,368.94,374.99,369.37,367.45,374.64,380.58,381.41,376.83,366.78,371.32,370.47,359.57
2006-02-17 22:11:22.491000,L5,438.05,465.19,482.77,439.41,512.38,,,,,,,488.78,497.00,465.27,463.68,443.98,433.45,425.81,419.44,409.71,405.17,399.02,421.33,434.48,426.99,414.93,433.83,437.72,453.80,438.26,444.47,449.72,458.60,462.56,447.53,422.35,426.70,423.19,405.78,402.15,405.50,408.61,401.61,418.69,414.24,417.26,413.09,405.95,407.01,408.61,411.97,410.05,422.44,416.54,415.28,412.46,407.44,411.37,402.53,405.05,404.60,409.76,416.98,413.42,397.61,393.87,393.88,395.27,408.12,410.28,416.22,412.99,405.67,410.69,406.32,407.51,403.68,394.68,398.71,388.01
2006-03-14 22:05:42.635000,L5,374.46,366.47,369.59,308.31,307.16,328.52,331.11,372.32,379.50,376.67,380.74,383.46,370.97,371.17,378.77,379.47,378.21,375.02,380.17,368.51,367.05,358.88,372.04,384.89,216.91,174.40,232.75,229.66,243.73,231.83,162.56,383.40,369.90,360.42,354.67,349.15,362.49,359.03,350.84,346.87,352.76,355.90,350.11,366.51,362.93,376.29,376.59,364.18,369.06,372.78,380.59,376.67,375.74,374.28,375.67,367.67,367.05,368.43,360.59,370.07,367.33,367.14,364.54,346.07,358.65,325.63,302.88,195.15,279.81,144.62,,,,,,,,,,
2006-04-15 22:06:18.610000,L5,380.24,378.95,385.80,325.46,342.69,346.57,344.48,379.17,385.65,385.74,391.44,392.87,389.27,387.29,395.72,395.82,394.99,392.95,391.93,379.07,379.28,370.97,376.39,392.46,383.78,375.79,388.76,385.54,395.08,388.34,396.21,398.56,394.42,387.62,385.03,382.71,395.94,385.35,378.10,378.56,387.19,387.65,380.11,383.45,379.81,387.66,390.10,376.59,382.67,382.76,387.48,383.68,387.68,385.50,389.46,383.97,382.78,381.21,373.76,377.92,376.59,379.19,381.31,378.34,370.34,367.88,363.88,369.12,376.61,378.89,379.25,376.10,377.07,379.72,377.66,369.25,365.27,364.16,364.85,354.63
2006-04-22 22:12:36.093000,L5,406.46,416.37,427.09,428.40,441.22,440.99,433.45,450.66,447.41,440.69,445.70,449.94,446.88,437.65,448.34,438.05,434.36,436.95,434.41,417.36,420.45,406.26,416.87,435.89,423.84,417.13,425.07,415.77,421.34,414.53,426.37,429.95,421.40,419.31,410.49,414.88,424.13,410.79,414.17,414.24,422.35,420.16,417.78,419.46,415.47,420.39,422.40,410.09,405.48,402.68,410.82,407.98,411.19,409.29,408.45,404.75,407.40,403.70,415.14,411.32,406.41,413.31,411.77,403.83,399.72,392.09,395.50,398.11,398.54,402.71,397.25,399.53,400.86,406.23,405.38,401.00,397.80,397.60,409.54,401.93
2006-06-02 22:07:00.083000,L5,,,,,,,,,,274.59,284.51,311.53,270.83,273.64,267.01,250.70,243.54,245.79,239.13,236.66,229.88,224.74,222.79,233.03,193.23,191.97,191.79,183.32,176.24,162.61,187.83,280.26,295.24,301.14,313.52,228.02,,282.87,261.28,260.49,285.10,232.32,272.62,286.05,297.98,320.77,305.56,284.00,295.95,315.03,314.43,316.06,321.18,318.08,309.30,324.58,327.09,323.24,319.87,269.79,286.79,326.68,333.04,330.89,324.24,321.94,277.02,282.47,284.51,322.85,328.67,329.42,330.13,325.97,330.10,327.36,330.76,330.56,334.38,309.71
2006-06-25 22:13:31.961000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.45,233.81,297.62,304.69,285.52,215.40,,,,,,,,277.96,282.51,287.96,279.99,242.09,271.04,289.70,298.61,297.90,311.66,311.98,302.87,310.59,311.99,301.83,,,,224.00,299.68,298.98,300.65,311.49,,,,,,,,,319.92,326.39,319.60,318.14,322.51,202.17
2006-07-27 22:13:58.731000,L5,389.56,399.62,398.56,323.83,360.63,369.25,366.50,393.66,403.20,407.33,414.88,417.13,402.73,408.84,408.38,404.86,405.99,408.75,405.38,391.61,396.78,380.58,394.08,401.81,395.14,386.82,400.06,399.47,400.83,398.18,407.51,409.89,401.40,398.17,397.04,398.05,408.10,398.19,392.93,389.43,392.77,398.83,392.28,391.06,386.90,393.63,393.27,385.79,382.64,388.02,397.09,388.56,394.27,393.87,392.35,390.14,389.87,382.15,382.10,388.53,386.36,391.71,393.12,386.76,374.52,372.08,365.40,366.89,382.75,389.84,384.70,388.12,379.36,384.51,377.48,377.99,374.94,376.02,381.35,364.68
2006-08-05 22:07:55.109000,L5,379.33,375.68,392.30,358.83,343.83,334.84,318.76,367.20,381.49,367.83,379.96,379.46,350.00,386.15,400.41,413.75,412.15,409.22,410.85,398.30,402.60,392.57,397.31,400.36,398.59,396.16,383.16,386.74,394.19,391.47,397.69,401.14,397.79,401.12,401.16,398.81,409.45,395.04,388.97,393.86,403.98,395.84,384.55,383.03,378.97,387.30,391.57,385.28,388.80,387.58,389.32,379.61,386.25,377.24,376.21,379.90,377.20,378.46,372.76,364.94,365.61,381.62,391.69,381.81,374.02,365.39,357.43,360.85,374.47,376.83,383.30,373.15,374.24,383.04,376.50,377.42,376.48,373.11,377.79,362.41
2006-08-28 22:14:23.601000,L5,,,,,,,,,,224.84,242.10,270.33,269.72,277.32,230.73,238.40,234.59,220.07,205.26,217.50,234.90,211.54,220.12,231.08,206.75,210.09,222.12,223.30,240.07,272.54,358.39,364.62,366.97,364.08,361.83,362.29,377.83,367.77,358.69,356.96,358.23,354.81,349.01,350.17,343.55,358.06,353.57,350.11,347.66,343.81,358.04,362.98,370.61,363.09,369.14,365.67,366.41,359.23,351.04,363.08,346.31,351.53,356.54,349.91,343.70,330.65,317.39,320.49,331.86,330.07,344.25,301.62,,347.58,351.55,357.00,354.24,357.06,359.23,326.68
2006-09-13 22:14:35.259000,L5,420.14,405.22,410.02,407.94,428.73,433.06,426.43,432.54,443.41,446.18,438.67,442.75,451.93,426.10,429.95,433.46,429.81,429.28,429.99,419.18,411.40,395.15,409.33,422.58,411.85,417.35,420.36,420.24,423.17,415.23,428.69,440.93,425.97,421.09,420.24,418.09,419.58,416.69,401.92,409.01,405.07,411.06,402.90,410.61,401.61,408.32,418.93,408.68,414.61,425.69,425.57,425.76,434.80,419.16,416.47,424.43,404.44,403.77,394.48,405.51,397.91,400.11,400.27,391.34,387.26,384.47,384.27,393.14,396.32,399.27,401.64,412.38,428.34,423.91,410.96,395.90,385.10,377.82,380.38,380.47
2006-10-08 22:08:40.914000,L5,382.42,385.34,383.95,325.13,323.57,338.27,342.73,378.65,380.98,383.54,387.00,391.47,382.91,384.13,391.24,391.32,387.70,391.33,397.03,382.93,383.21,373.37,381.03,395.02,385.37,378.85,390.11,390.16,395.22,381.83,390.42,391.11,385.70,382.47,377.86,373.98,393.89,381.34,373.67,380.04,389.10,387.47,382.75,386.33,379.62,390.49,388.05,378.52,380.92,373.48,377.54,371.92,379.23,375.85,379.05,374.60,375.12,374.80,368.02,382.16,377.68,382.80,382.61,378.15,372.30,365.05,358.81,362.37,365.50,367.62,367.19,360.58,351.07,357.49,360.52,358.38,356.60,367.11,366.26,357.27
2006-10-31 22:15:04.884000,L5,373.04,382.08,374.86,311.45,316.24,329.54,323.11,362.00,372.99,372.86,377.34,378.49,370.16,372.43,379.70,388.50,393.62,391.58,391.09,377.68,376.55,369.35,376.37,390.39,380.22,377.57,377.09,370.14,382.71,374.75,381.18,383.12,377.82,377.78,372.90,367.37,384.52,384.91,351.07,347.56,378.35,377.59,,,,346.10,371.70,290.13,287.04,262.10,265.82,243.63,269.69,290.84,223.60,155.61,214.50,213.15,154.50,250.72,322.07,342.12,260.85,179.02,,,,,,,,,174.91,220.88,294.34,253.77,329.43,353.01,355.05,329.26
2006-11-25 22:09:07.763000,L5,466.93,461.19,467.75,467.59,465.58,457.57,464.16,480.44,471.93,479.80,467.86,476.29,489.20,483.07,459.06,474.73,478.64,467.47,466.22,464.45,438.50,440.31,430.85,449.14,454.29,423.84,419.98,424.45,439.54,426.45,451.53,454.45,453.90,441.01,453.95,452.18,448.73,454.71,448.47,447.11,435.69,432.40,432.75,429.32,414.86,423.88,428.53,424.25,440.44,434.49,430.84,418.80,433.91,426.72,429.03,425.80,423.80,426.94,417.27,406.52,402.88,420.71,430.02,409.04,408.85,402.32,436.31,430.79,455.26,455.86,438.94,437.94,448.01,423.98,415.42,408.59,393.34,401.10,395.72,387.90
2007-01-03 22:15:37.058000,L5,356.61,358.35,358.36,293.55,284.37,320.44,319.63,291.85,369.45,371.64,369.03,369.42,363.13,362.00,374.28,369.65,363.60,358.16,348.68,350.18,357.07,356.20,368.18,380.08,370.13,364.93,376.60,376.66,383.70,373.07,381.78,373.51,356.85,348.96,333.50,212.38,171.40,,,,,,334.23,283.04,181.06,357.69,347.23,356.40,362.90,360.48,362.29,348.12,347.78,337.47,348.76,345.23,346.48,363.72,349.59,321.42,317.92,314.04,361.39,361.77,358.12,351.50,338.57,344.72,354.06,368.56,373.66,358.63,357.78,352.06,284.11,224.92,218.89,181.00,210.80,176.99
2007-09-09 22:07:45.163000,L5,381.28,385.97,386.98,327.78,345.57,344.64,344.57,384.44,387.77,387.57,395.00,394.55,387.32,390.75,397.08,399.42,399.36,396.57,397.28,382.95,384.29,372.54,383.11,399.99,387.34,378.01,392.83,391.65,398.31,387.02,393.93,398.43,388.64,387.19,381.71,378.81,397.11,381.82,377.18,382.49,390.07,386.90,382.15,383.65,378.88,391.73,389.12,378.57,381.99,376.50,380.09,378.19,383.05,379.16,379.37,373.50,375.28,374.98,366.73,376.68,371.73,379.34,378.03,371.29,367.01,364.43,360.81,362.88,369.20,369.68,366.51,370.67,370.23,366.12,363.47,358.23,348.65,358.22,361.77,353.38
2008-11-14 21:57:52.281000,L5,380.20,380.59,386.65,336.75,343.72,343.07,349.28,382.70,388.23,394.62,400.91,401.07,396.25,397.29,403.61,406.28,403.32,403.45,395.09,382.91,377.79,371.44,379.13,393.65,383.71,375.96,389.40,390.04,399.12,389.60,399.02,401.70,397.92,394.38,386.85,384.40,401.89,394.20,385.11,380.48,389.83,390.22,383.20,385.10,383.62,389.37,387.80,376.77,383.23,384.58,389.09,388.78,395.51,389.26,385.06,379.10,380.62,382.26,366.97,368.32,363.29,365.09,365.96,358.81,358.17,355.21,348.73,357.13,365.33,369.20,367.43,370.69,372.84,374.24,371.70,369.19,362.30,351.17,354.62,346.01
2008-12-23 22:05:16.170000,L5,421.01,415.75,426.44,422.98,429.55,431.63,427.97,432.27,431.74,436.83,446.09,455.33,452.23,449.31,450.50,457.01,451.69,449.92,445.20,432.94,432.48,424.18,417.70,432.39,424.00,420.73,431.42,427.01,431.31,424.01,435.22,438.91,432.05,430.68,419.56,418.86,429.99,427.58,418.49,423.64,434.86,436.17,442.29,431.28,418.59,418.98,418.06,407.54,410.69,416.65,416.09,411.57,420.65,419.15,410.09,402.74,411.86,411.50,402.39,397.60,398.30,416.46,421.40,406.46,387.87,383.34,380.57,381.20,385.16,387.15,387.62,388.81,403.69,404.55,406.71,400.20,395.12,398.66,399.28,406.35
2009-01-17 21:59:44.398000,L5,413.17,412.36,419.90,402.17,420.01,439.21,456.25,452.98,455.85,447.91,451.09,453.60,445.59,441.83,439.99,444.70,441.43,455.19,461.01,438.84,442.67,445.30,449.05,460.07,433.67,418.26,434.56,434.92,438.80,428.63,440.97,441.30,433.52,418.24,424.70,419.78,424.92,432.89,423.60,434.00,448.03,443.61,450.25,434.15,417.88,424.75,419.46,417.94,430.18,427.16,436.80,433.95,416.64,405.87,408.39,391.05,398.22,401.80,399.52,405.34,403.35,412.55,430.00,420.28,410.99,403.40,383.16,382.74,394.22,402.35,397.07,404.53,412.20,417.91,414.31,417.46,402.39,402.33,409.04,402.43
2010-02-05 22:05:29.575000,L5,417.98,416.83,420.79,413.00,432.47,436.95,439.84,437.93,441.13,441.05,441.92,440.96,435.37,433.00,439.72,442.72,442.75,441.91,446.82,428.47,421.42,408.12,421.38,439.25,430.36,423.33,436.39,432.85,432.94,428.91,440.66,442.12,432.99,426.25,421.62,415.19,423.72,424.26,411.90,418.61,424.18,418.46,410.81,415.71,407.93,415.03,418.75,407.72,414.56,410.76,416.37,409.91,416.44,410.17,411.80,404.50,402.15,407.57,397.76,404.29,400.36,408.71,411.18,409.08,405.90,408.45,405.21,409.06,406.82,410.86,403.19,401.25,397.67,399.32,396.71,394.37,392.12,392.49,399.72,402.83
2010-10-26 22:10:38.745000,L5,372.16,373.64,378.73,323.33,330.82,343.21,352.64,380.79,388.87,376.51,382.93,384.44,378.80,383.39,389.57,389.01,225.57,227.81,174.15,186.28,197.78,205.42,230.02,240.87,219.54,212.24,225.09,221.38,222.72,217.10,208.84,222.38,216.24,201.69,200.02,365.64,382.73,374.61,364.23,367.57,386.66,389.24,381.41,388.20,380.52,387.15,381.66,372.88,378.25,376.47,379.78,359.15,365.73,362.76,359.66,350.40,354.22,356.44,345.07,352.13,348.16,358.37,359.89,356.03,354.40,347.93,346.47,349.25,357.35,361.48,350.51,345.25,349.89,347.17,350.31,339.21,342.06,335.78,335.27,343.96
2010-11-27 22:10:35.713000,L5,350.74,346.60,354.14,270.68,262.30,299.80,288.91,201.17,,181.69,242.57,260.37,,,,363.74,364.18,360.97,364.12,349.64,259.55,350.19,359.33,375.95,365.46,358.94,368.96,239.05,241.56,234.02,379.29,381.16,359.59,355.66,349.66,345.59,360.51,350.87,342.39,345.53,353.91,349.02,357.16,368.47,357.86,368.70,361.88,352.84,358.24,357.34,360.85,353.14,349.95,337.47,336.95,326.48,327.42,333.29,327.37,325.48,322.41,285.21,,171.33,242.87,218.02,214.77,314.62,334.23,340.61,334.95,339.06,327.36,324.67,309.06,310.01,306.69,317.53,319.00,312.58
2010-12-22 22:04:29.137000,L5,450.14,471.16,444.21,440.77,453.10,456.57,482.92,461.93,464.61,461.96,462.64,467.29,459.34,451.01,461.38,463.82,461.12,459.17,451.63,438.29,433.57,424.33,433.08,450.23,440.68,430.03,445.15,439.82,446.10,435.88,444.86,446.04,439.03,434.03,428.78,433.94,434.04,431.57,425.98,427.26,438.18,428.73,428.01,431.65,428.39,435.78,428.35,429.61,423.59,429.18,434.10,425.86,418.92,412.60,411.64,410.63,413.46,413.71,408.90,407.41,401.73,418.68,423.44,420.57,423.10,417.91,415.88,414.14,421.11,425.00,419.66,415.01,421.49,421.87,426.26,418.98,417.62,409.33,413.46,412.73
