dates,satname,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070
2005-08-20 21:49:06.970000,L5,410.96,400.34,388.51,389.31,394.02,384.95,376.94,382.02,393.49,401.13,407.02,392.88,394.80,394.96,395.40,387.00,370.39,386.69,408.98,409.35,400.89,415.82,419.92,426.78,431.22,432.00,416.58,416.72,411.37,410.28,416.57,418.69,395.84,390.30,401.58,364.97,429.81,433.87,430.65,429.87,428.35,431.01,431.75,426.93,423.50,419.07,422.24,419.98,416.36,415.46,420.15,426.29,420.68,418.26,416.79,413.76,412.21,419.83,424.34,429.32,430.85,430.77,425.55,432.27,426.92,440.84,428.29,416.03,405.94,404.58,402.46
2005-08-29 21:42:58.794000,L5,415.17,405.25,390.04,393.11,401.72,388.45,387.28,390.68,398.16,406.31,406.24,403.18,408.24,404.15,402.63,386.59,369.21,383.20,397.78,400.57,401.12,414.73,414.82,430.04,420.68,423.96,420.61,419.57,411.48,410.43,417.04,418.05,421.42,400.53,401.79,372.74,427.90,431.16,429.05,425.61,425.63,438.53,426.23,421.72,421.10,415.26,419.39,412.89,414.49,,,,420.15,418.01,418.32,412.65,413.62,419.56,427.41,424.46,426.15,,,,,,,,,,
2005-09-30 21:42:58.225000,L5,424.24,406.65,399.27,399.74,399.52,393.12,387.87,396.12,404.60,408.68,412.28,422.08,420.73,411.23,417.51,395.45,389.47,386.20,409.13,411.98,407.27,418.38,,,,431.16,422.44,423.86,423.14,412.10,419.33,424.30,428.23,411.16,410.52,375.85,,,,,,,,,,,,424.59,418.03,414.90,425.84,434.39,426.61,423.83,426.02,415.39,409.94,,,,,,,,,,,,,,
2005-10-07 21:49:06.876000,L5,432.87,420.91,414.21,410.03,426.45,429.75,429.77,427.32,439.08,435.22,438.17,437.35,429.26,428.60,466.78,420.65,423.17,421.00,445.79,435.94,427.66,442.27,439.81,438.90,445.90,448.91,443.22,440.20,444.44,436.00,432.95,449.38,442.39,439.99,438.49,441.57,445.25,442.99,445.95,462.15,446.34,439.14,459.95,446.35,435.04,426.98,430.22,430.24,432.32,429.31,444.22,442.64,441.19,442.55,435.80,427.78,424.08,431.43,443.24,437.72,442.75,439.22,439.43,435.10,438.63,443.91,439.12,433.85,437.01,451.13,461.47
2005-11-08 21:49:16.532000,L5,404.02,397.73,383.29,393.57,397.53,392.38,381.08,389.81,396.57,403.82,390.91,389.49,385.96,389.61,378.72,374.43,359.60,372.08,395.96,397.04,396.19,398.81,410.52,423.01,422.28,424.07,417.46,413.77,416.35,407.98,414.53,426.08,395.62,395.63,396.81,330.90,418.24,423.47,417.37,414.52,413.88,413.94,413.91,407.20,403.65,402.88,413.35,410.20,405.81,412.59,422.36,424.93,417.24,421.28,416.82,405.34,398.48,411.37,410.74,414.44,417.46,417.26,414.36,414.15,417.39,435.54,419.80,412.44,405.20,405.02,407.86
2006-01-27 21:51:10.462000,L5,405.20,394.25,382.27,387.11,383.91,376.95,364.44,379.41,388.64,392.27,395.70,384.29,370.46,380.82,366.71,363.35,345.10,356.03,372.61,378.39,379.77,390.36,398.65,401.65,405.72,412.84,406.55,404.64,404.69,397.32,412.90,416.32,390.93,383.01,370.66,293.12,417.22,416.91,410.89,407.45,411.10,413.04,407.68,401.68,396.02,391.85,395.40,400.58,396.77,403.81,410.81,417.99,413.40,416.38,409.54,406.23,408.04,411.37,410.07,411.73,415.92,413.14,406.59,413.83,417.43,436.56,439.08,433.44,407.46,438.02,444.05
2006-02-28 21:51:52.186000,L5,424.93,414.96,403.15,401.95,410.36,401.98,392.59,411.07,422.06,427.36,435.73,431.01,419.70,424.73,419.08,410.00,417.59,421.79,424.67,431.35,429.67,430.66,431.85,436.41,436.95,439.56,436.71,447.42,444.64,428.10,431.08,438.78,458.06,434.74,416.79,428.99,443.13,440.61,436.36,434.65,437.67,448.74,444.94,431.18,428.83,420.07,418.83,416.21,428.63,424.70,435.19,436.08,432.44,429.59,426.60,421.45,421.10,428.73,427.45,429.67,435.66,432.83,435.10,437.03,432.53,437.77,426.22,418.25,412.43,409.39,410.27
2006-06-04 21:53:28.422000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.36,389.74,391.48,453.53,424.37,385.49,412.85,429.44,531.97,506.59,508.47,423.45,350.58,353.02,412.78,,,,179.39,236.08,251.69,231.07,214.49,151.28,,474.57,,
2006-07-22 21:54:10.491000,L5,403.99,393.09,391.24,390.01,389.26,383.33,375.13,390.20,396.84,402.97,397.97,390.39,390.44,394.79,377.51,379.66,359.99,382.42,392.98,386.73,393.25,405.71,408.79,419.39,426.60,427.36,414.54,415.77,408.23,409.35,413.80,420.26,395.37,395.78,402.36,311.32,424.74,428.14,424.01,419.17,419.48,417.63,415.35,412.79,408.48,403.21,415.84,412.88,410.01,419.27,421.57,424.38,415.80,418.42,417.43,420.29,412.76,417.03,419.88,424.25,423.50,420.79,421.66,426.26,416.33,422.50,416.30,406.29,397.80,406.09,403.83
2006-08-23 21:54:35.388000,L5,422.95,409.84,401.25,398.85,399.00,391.66,392.19,401.46,399.43,407.66,407.47,398.10,390.45,401.04,395.62,384.50,372.66,391.75,413.02,412.25,419.41,420.38,422.43,434.84,425.59,438.06,426.57,427.61,417.61,407.55,411.25,415.23,421.57,419.00,414.83,362.10,427.83,437.12,430.10,427.66,430.49,433.05,428.10,423.36,429.11,419.67,431.06,422.47,416.75,428.19,436.57,431.54,418.70,419.60,416.66,411.71,412.32,421.03,422.60,424.78,425.07,432.60,434.58,441.00,438.12,434.63,420.18,416.50,412.28,413.25,401.06
2006-09-17 21:48:42.941000,L5,415.43,403.87,396.47,393.64,406.15,391.13,384.08,387.71,404.15,414.72,420.33,413.19,405.46,414.27,396.18,391.01,,,,,,,,,,,,,,403.47,412.07,422.64,428.04,415.25,418.46,437.12,444.32,444.39,432.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-10 21:55:08.811000,L5,380.46,376.71,347.89,365.58,368.82,356.67,345.70,361.67,368.30,366.95,371.15,364.09,361.44,363.27,339.46,338.19,332.05,342.29,345.28,350.33,351.93,356.76,380.49,378.17,370.13,392.02,387.03,384.05,380.65,380.04,393.33,398.17,377.92,374.14,366.73,279.78,399.65,403.35,396.80,392.52,396.86,398.39,393.17,384.63,381.58,376.23,387.00,385.24,387.59,396.48,399.83,403.80,399.66,400.50,400.48,393.84,392.17,395.04,399.06,402.03,396.54,398.69,393.90,399.34,407.29,403.64,,401.16,392.68,387.40,389.33
2006-11-20 21:49:20.699000,L5,411.93,402.86,386.41,387.86,393.42,384.20,378.02,385.21,395.74,401.52,407.46,410.06,394.45,395.88,391.27,387.30,372.74,384.08,399.91,406.37,403.52,412.59,419.88,420.00,424.15,426.68,414.38,408.90,413.69,399.24,407.31,412.52,404.98,396.47,397.64,345.00,,,,,427.55,438.90,429.54,425.62,422.06,415.24,417.11,413.48,409.26,,,,,,,,,,,,429.80,424.36,421.68,425.51,431.02,429.88,417.49,409.94,,,
2006-11-27 21:55:35.233000,L5,436.01,429.96,411.22,419.70,449.10,449.99,441.89,442.71,453.20,448.17,444.46,443.12,417.82,422.57,429.99,417.44,422.15,440.20,453.90,443.36,441.24,458.39,450.15,436.81,436.16,438.75,437.08,437.01,448.16,446.90,435.99,456.64,453.82,455.21,449.85,444.57,458.43,455.45,459.16,444.07,430.87,444.38,448.48,437.20,430.94,424.10,425.48,420.04,416.04,419.28,431.10,440.27,440.34,441.94,437.94,430.51,436.20,439.68,448.98,440.81,451.50,427.52,428.69,428.14,433.37,435.02,422.76,416.67,410.25,410.55,419.14
2006-12-06 21:49:29.117000,L5,,,,,,,,,,,,,504.17,449.58,501.44,482.31,488.98,492.95,499.88,516.62,505.44,468.50,493.36,,492.88,497.57,464.60,462.85,466.97,470.79,463.01,461.52,469.82,473.05,483.89,480.67,496.92,469.95,483.99,488.58,493.18,505.13,474.47,492.35,476.63,454.75,442.06,,,,,526.94,454.74,471.80,503.43,493.98,524.07,500.96,496.11,516.17,476.47,461.06,432.45,432.80,446.22,438.45,430.74,433.72,474.81,465.70,434.02
2007-01-07 21:49:43.456000,L5,,,,,294.29,256.88,267.23,297.86,326.52,,,,,,,,,257.05,243.75,266.15,267.20,301.83,313.20,333.98,320.65,338.55,345.51,344.56,328.71,319.86,262.09,263.74,332.03,330.38,286.81,226.71,,348.68,330.19,304.72,334.78,312.34,,,,,,,,,360.93,371.47,374.97,374.59,370.80,367.52,369.16,378.51,379.15,,,174.25,376.14,384.99,387.36,,,361.84,310.75,281.64,278.74
2007-01-30 21:56:00.553000,L5,399.36,383.74,378.65,375.77,378.83,367.28,359.46,366.78,381.78,384.94,381.56,376.14,378.01,379.88,369.52,368.50,351.27,370.20,378.30,381.23,381.40,397.38,400.17,404.15,403.55,407.01,395.54,394.52,390.97,386.40,398.78,405.61,389.85,380.46,370.69,301.42,148.81,419.34,412.38,414.14,411.57,416.86,408.69,403.11,400.91,399.33,403.38,399.77,389.09,397.28,404.04,410.42,407.70,405.26,406.59,399.11,400.04,406.87,415.53,424.48,419.31,423.01,419.10,425.11,429.32,431.82,413.56,398.02,393.19,391.84,392.28
2007-02-08 21:49:50.615000,L5,436.00,447.50,442.13,419.34,491.95,468.27,443.81,503.22,486.15,455.59,454.23,460.16,473.66,454.67,442.79,466.76,471.71,455.79,496.53,501.03,501.97,491.29,452.92,440.93,456.29,454.17,449.13,451.67,448.87,457.73,443.86,452.92,473.03,471.00,467.70,497.01,469.17,509.41,513.05,486.39,471.25,479.40,467.67,514.23,493.17,453.10,438.07,510.75,442.55,453.91,438.43,444.90,451.63,520.54,505.60,496.95,445.18,458.87,453.53,455.75,454.74,446.13,453.98,462.72,441.55,438.20,421.74,416.19,413.66,411.22,413.82
2011-01-25 21:50:59.151000,L5,467.70,463.28,438.73,453.50,460.72,454.50,496.59,515.47,485.41,509.35,441.44,449.32,464.95,509.64,464.12,462.37,480.87,520.11,505.70,496.51,,,,531.47,502.50,479.40,475.04,470.24,473.95,466.18,462.71,467.01,474.13,471.34,494.27,529.21,507.32,467.18,465.93,460.59,455.74,461.36,467.13,460.77,460.59,458.04,455.05,457.81,451.02,457.87,506.82,531.71,458.12,458.14,450.43,445.66,447.44,454.77,475.99,463.69,445.83,446.18,446.38,470.18,477.56,463.53,445.53,440.47,441.20,441.62,470.46
2013-07-25 22:03:01.828000,L8,394.57,383.90,372.13,366.98,384.05,372.40,371.13,372.46,381.90,386.46,372.58,379.07,370.01,386.73,376.68,374.53,366.86,379.94,391.14,400.72,393.69,406.46,406.08,411.42,418.58,419.23,400.20,402.43,392.18,386.39,392.57,411.07,413.72,400.94,356.13,390.08,401.96,393.05,393.53,399.00,394.60,400.28,402.30,396.36,391.93,392.75,398.54,391.70,380.48,385.94,403.49,399.99,387.08,395.81,383.29,381.09,381.15,393.14,403.80,397.43,401.42,396.15,395.42,392.36,397.88,397.34,387.97,378.60,372.66,372.83,382.94
2013-10-29 22:02:46.185000,L8,379.11,359.76,351.78,346.30,356.74,338.06,330.09,344.55,349.14,351.13,343.19,348.85,343.42,352.53,322.76,331.78,320.57,331.00,336.13,343.09,350.62,364.50,370.48,370.56,376.37,375.24,373.00,368.23,364.84,359.76,372.35,375.95,363.88,356.12,356.95,278.94,372.06,382.92,379.64,377.29,377.78,380.48,377.42,366.63,370.33,358.27,367.99,366.77,359.44,371.80,380.21,383.38,375.95,379.25,373.55,366.14,365.03,378.66,374.24,376.74,382.66,381.50,383.62,389.05,397.17,396.06,382.72,372.96,364.26,357.47,367.37
2013-11-14 22:02:45.355000,L8,446.54,424.48,402.89,407.38,414.07,407.44,404.27,408.15,412.05,416.07,416.92,416.61,418.20,423.94,410.93,410.46,405.88,407.32,409.30,415.69,418.77,426.73,427.31,432.39,441.20,453.32,435.16,415.05,421.02,416.91,410.04,437.61,458.60,440.64,434.28,423.61,427.99,531.56,513.83,527.71,481.20,410.65,430.07,421.93,409.33,407.16,418.80,417.57,413.12,408.45,453.87,427.66,414.68,413.12,416.50,429.11,413.41,428.81,424.33,427.25,441.04,421.39,426.39,419.60,428.34,440.42,413.42,407.55,406.76,430.13,423.99
2013-11-30 22:02:40.518000,L8,374.80,357.18,348.83,344.54,354.73,338.70,327.92,343.06,350.45,351.87,343.85,347.24,343.38,354.52,319.74,330.41,323.67,330.51,334.41,339.35,342.42,360.64,366.77,365.90,369.62,374.05,369.95,364.49,362.49,357.48,369.70,375.63,367.38,358.72,352.46,272.69,361.51,379.27,374.04,375.80,373.88,374.25,368.57,359.52,363.66,353.85,363.86,361.88,356.84,365.66,376.46,377.10,372.09,372.26,368.27,361.29,362.02,374.76,370.20,378.16,379.41,379.90,375.18,393.58,403.63,394.22,388.02,373.58,365.59,360.78,370.01
2014-02-02 22:02:05.518000,L8,405.49,386.38,375.75,503.98,504.52,483.13,379.06,385.21,391.20,389.88,384.29,393.47,379.35,387.70,379.58,374.39,368.66,389.30,395.48,395.25,399.78,410.39,406.92,417.18,416.17,420.12,416.83,413.69,413.89,410.36,406.21,414.80,418.12,407.79,408.48,409.41,411.20,409.71,410.46,404.72,409.45,415.41,396.00,396.18,401.15,392.89,388.80,398.01,399.22,386.74,395.60,406.10,391.57,392.81,401.84,379.78,382.78,405.20,387.26,395.16,395.15,399.26,397.23,399.53,403.39,402.45,398.89,381.07,379.45,381.60,385.14
2014-02-18 22:01:51.922000,L8,386.32,382.13,355.36,351.21,361.26,347.76,344.65,348.54,356.29,359.56,350.66,355.62,348.49,358.77,323.09,336.72,318.98,333.19,336.09,348.47,347.88,373.92,370.47,372.53,372.88,383.09,372.20,370.87,364.97,361.23,373.47,381.01,374.19,365.04,353.00,276.22,366.80,384.38,378.18,378.03,375.55,373.29,367.98,355.10,365.62,357.50,362.71,360.17,355.64,367.05,375.90,377.55,374.52,376.10,373.62,363.81,365.93,375.68,379.32,378.94,382.42,380.38,378.79,385.11,392.06,398.81,383.69,373.71,370.06,372.11,379.89
2014-03-06 22:01:37.193000,L8,378.13,381.33,352.08,349.83,359.49,343.03,338.56,349.39,349.02,353.80,344.55,353.54,340.11,348.13,318.33,330.73,318.15,328.74,331.01,335.48,335.35,357.05,363.83,363.09,356.38,373.35,367.45,364.80,359.49,355.79,378.85,376.81,364.43,359.78,351.97,275.46,355.19,392.30,384.27,375.13,393.88,390.29,379.13,355.11,360.72,350.42,370.99,360.05,362.59,376.67,397.68,379.24,376.27,372.76,372.13,366.46,369.16,387.48,387.18,384.22,382.77,383.88,375.43,383.04,381.84,393.22,383.83,373.40,363.93,364.65,375.81
2014-07-12 22:00:55.077000,L8,,,,,,,,,,,,,,,,,243.03,251.08,215.91,294.38,280.24,231.14,,,,,,,,,,,,,,,,299.42,308.68,320.05,328.61,337.16,350.61,342.96,350.36,334.80,347.72,345.39,351.24,360.61,369.99,371.86,366.66,372.30,365.78,227.57,321.79,328.31,351.00,,371.61,365.19,356.58,370.74,375.90,370.77,357.96,357.98,346.37,332.07,351.35
2014-08-13 22:01:06.684000,L8,396.48,379.33,372.96,377.51,385.11,377.40,374.46,376.56,382.41,375.43,381.68,378.79,368.56,375.46,377.15,367.11,365.88,380.05,395.35,461.17,504.52,472.09,409.34,414.64,415.48,420.29,416.74,413.40,402.57,391.43,390.35,404.10,408.37,398.10,405.23,323.52,402.69,406.20,407.95,402.62,408.90,407.94,397.66,390.03,386.80,382.89,383.01,380.10,381.80,392.36,395.82,403.14,392.96,398.98,395.09,389.96,386.95,395.92,399.81,404.79,403.57,402.45,400.07,399.21,410.81,400.24,389.58,385.86,381.41,382.13,388.55
2014-11-01 22:01:14.483000,L8,371.64,360.00,348.25,341.59,351.01,338.83,330.82,341.86,347.87,348.00,343.71,345.55,346.59,352.01,322.24,328.80,317.59,326.67,334.17,280.28,252.70,361.61,370.02,372.38,372.47,374.84,374.06,366.84,365.97,360.00,375.19,376.91,364.27,359.79,352.71,276.87,369.76,381.10,381.16,378.63,378.78,380.90,376.63,368.16,388.59,359.17,369.36,367.25,367.36,374.95,380.75,384.98,376.86,379.33,373.49,363.29,363.49,379.20,373.00,343.15,161.88,385.88,376.11,393.46,392.23,392.03,268.05,374.14,368.69,363.24,373.34
2014-11-17 22:01:14.600000,L8,373.54,354.91,345.82,341.73,350.89,337.15,330.05,341.34,346.18,347.81,344.88,343.54,342.15,350.77,320.63,327.30,314.52,321.83,334.20,275.63,277.67,361.00,367.05,368.29,371.81,373.06,372.51,364.32,361.51,358.05,369.61,375.58,365.49,359.76,351.65,273.60,367.51,379.89,377.71,374.99,375.12,377.17,373.28,362.79,367.40,356.65,367.50,361.96,361.20,375.47,377.10,382.60,377.17,378.26,370.77,362.68,362.22,373.26,369.68,376.04,377.62,380.88,375.44,386.10,393.44,390.12,368.79,373.17,366.26,360.46,372.63
2015-01-04 22:01:05.828000,L8,404.63,382.60,370.13,371.40,362.24,346.30,342.11,344.06,353.33,356.71,344.94,347.50,346.07,355.98,322.97,331.14,314.91,331.46,339.26,347.42,354.03,374.00,371.57,371.65,376.78,379.61,374.28,365.74,367.52,359.18,370.74,380.42,371.89,362.88,353.43,272.66,369.50,380.59,374.19,376.68,375.05,375.84,367.76,359.41,361.92,357.03,361.38,360.81,357.02,365.09,376.19,378.13,371.33,372.53,368.60,360.53,361.89,372.52,371.86,378.85,378.68,380.11,384.69,396.07,395.25,396.84,382.20,373.68,370.53,362.78,373.30
2015-03-09 22:00:42.428000,L8,379.39,366.55,369.78,374.57,357.34,342.28,339.16,344.51,350.30,353.86,342.10,347.19,340.42,355.85,320.00,331.93,315.06,325.24,331.50,340.64,339.62,366.99,365.56,367.33,360.39,376.02,368.93,366.24,363.77,359.99,375.05,379.98,371.59,361.62,349.21,270.33,363.46,397.97,379.40,373.81,372.89,376.24,366.55,353.40,360.48,346.29,361.66,359.17,355.85,359.94,377.69,377.73,376.37,374.42,369.39,359.37,365.17,374.04,376.10,381.79,378.02,375.37,353.02,337.23,318.33,358.49,354.86,369.61,370.28,369.89,371.02
2015-05-12 22:00:04.946000,L8,401.53,388.75,450.38,473.06,436.78,432.17,372.44,376.26,382.93,390.00,377.58,382.69,373.22,380.69,383.92,491.27,451.64,459.42,452.54,393.20,397.94,404.44,412.86,412.48,415.79,424.18,417.87,404.55,402.49,389.82,395.67,404.95,408.62,403.94,397.05,351.26,403.71,403.03,406.39,421.38,405.80,401.97,400.18,398.17,394.28,386.04,387.54,388.91,384.93,393.79,403.11,402.49,397.36,400.55,393.64,382.88,396.32,399.19,400.83,396.35,403.29,402.56,397.85,397.26,403.76,406.83,393.88,385.05,385.80,387.72,387.48
2015-05-28 22:00:07.580000,L8,394.65,385.15,362.62,378.32,395.51,377.44,371.75,371.46,383.87,382.18,388.30,384.09,379.49,383.05,376.47,361.25,351.19,367.10,388.21,394.86,403.51,401.36,409.92,426.12,425.20,428.03,410.09,402.57,394.15,389.41,392.62,401.81,402.68,385.46,404.87,319.18,408.94,407.44,408.95,418.65,413.70,404.03,401.65,398.19,390.40,393.96,387.01,387.73,375.47,386.61,407.44,399.32,395.72,404.81,399.20,395.27,391.34,405.75,413.04,396.43,396.34,391.32,396.00,396.28,405.74,408.83,390.23,381.93,381.20,378.91,380.73
2015-06-13 22:00:19.815000,L8,395.68,382.72,369.34,369.06,385.22,383.58,375.30,378.08,380.66,390.01,382.42,379.19,379.53,383.46,380.90,366.34,359.77,377.15,392.69,400.59,408.79,407.75,408.58,414.09,419.52,428.95,413.89,399.97,404.13,389.29,388.07,404.12,403.32,381.18,369.90,313.41,402.21,403.00,415.84,421.69,408.94,402.01,409.47,401.25,395.16,390.12,386.80,383.92,378.07,384.35,400.83,406.32,401.18,396.71,388.61,386.04,392.39,404.04,404.88,409.33,413.75,402.74,397.18,399.76,407.51,409.73,397.17,385.37,381.44,380.76,382.92
2015-06-29 22:00:26.396000,L8,398.09,384.32,373.99,376.32,389.67,381.75,374.27,378.69,382.90,389.49,382.70,377.57,381.99,393.32,382.06,382.38,344.35,390.90,391.08,399.52,395.26,405.79,401.90,411.84,413.63,422.40,412.19,399.92,398.48,391.82,391.73,411.49,411.46,400.88,405.26,407.44,411.11,410.77,405.64,414.60,417.65,411.70,397.00,397.76,389.54,389.83,388.02,385.72,380.27,389.29,403.92,401.38,400.35,400.43,401.07,391.46,393.16,403.34,403.50,406.24,405.57,396.51,389.27,398.54,406.70,408.94,391.30,383.57,382.07,380.80,381.85
2015-07-15 22:00:36.323000,L8,489.55,444.89,411.89,426.43,415.27,472.91,476.82,501.27,511.17,473.30,509.52,523.49,533.71,518.02,476.23,453.48,463.59,482.37,482.40,481.53,476.17,487.65,520.62,,,,,467.74,462.73,444.23,441.12,435.38,432.46,452.98,480.37,478.14,496.56,499.75,508.86,519.74,,,,,,,475.87,472.09,438.70,473.31,521.44,501.25,462.62,491.69,,466.69,439.02,450.85,446.42,444.19,442.41,436.50,420.21,442.07,434.34,504.43,421.19,400.86,444.10,400.58,404.84
2015-07-31 22:00:40.324000,L8,387.46,375.91,362.39,363.11,371.28,348.36,329.64,351.36,371.15,362.74,366.21,363.55,354.02,383.12,324.14,336.15,317.18,329.38,336.04,382.59,356.07,361.14,366.34,360.79,365.24,366.16,364.30,358.19,341.41,355.11,374.40,359.38,349.86,331.86,340.51,265.41,365.76,392.54,385.51,370.67,389.91,379.08,370.50,353.06,369.02,342.20,383.07,385.61,357.51,374.20,379.92,381.63,370.25,374.25,370.29,362.67,363.31,374.41,368.19,394.57,402.58,368.70,261.62,376.98,388.45,398.09,384.38,362.19,338.85,345.49,350.27
2015-08-16 22:00:46.699000,L8,378.43,358.02,349.14,332.46,348.08,330.45,275.82,342.60,303.53,345.85,307.63,352.29,342.16,344.87,318.82,325.69,301.90,309.86,324.81,334.61,333.49,341.38,357.32,355.50,350.29,368.68,364.63,359.24,344.68,356.11,370.52,372.63,345.84,334.32,327.25,258.91,357.54,379.78,360.01,361.11,368.11,363.83,368.33,350.57,360.34,339.36,358.49,354.55,353.99,374.15,365.11,375.45,368.23,371.00,368.53,352.47,290.59,366.85,347.82,390.73,381.05,364.88,,294.01,375.94,,261.40,274.18,271.65,277.09,282.29
2015-09-17 22:01:00.336000,L8,466.89,459.69,434.75,462.59,484.88,470.42,502.11,500.74,429.88,442.00,436.52,422.09,421.12,481.53,503.74,490.22,435.20,443.68,455.14,458.28,422.49,454.20,536.09,,,,,519.78,453.25,435.91,442.66,456.04,477.61,485.71,478.59,457.21,487.38,482.43,473.92,473.87,500.71,469.85,454.29,447.77,446.54,408.12,427.95,440.82,430.15,428.39,442.06,424.88,406.15,420.82,416.23,409.46,412.29,425.20,412.14,411.11,423.73,410.91,404.84,420.28,433.82,434.35,403.24,391.86,399.21,428.20,468.09
2015-12-06 22:01:10.909000,L8,,,,439.41,436.22,466.25,460.73,475.58,468.94,463.02,400.05,430.13,423.97,408.21,404.39,397.83,477.85,474.73,481.35,488.13,512.64,515.94,522.62,496.44,528.46,443.04,534.67,460.45,465.14,455.92,455.06,496.56,510.18,519.94,507.90,492.40,497.71,497.88,478.14,468.52,463.54,469.86,464.52,415.67,454.58,451.98,460.73,420.31,433.38,395.26,442.06,416.61,412.70,415.79,508.80,470.89,430.79,442.81,460.72,428.62,431.41,436.83,436.60,433.62,421.11,469.14,433.06,396.44,400.42,416.58,423.22
2016-02-08 22:01:03.169000,L8,437.59,397.92,373.02,377.25,394.33,383.07,344.24,346.51,351.89,357.94,346.62,349.81,345.38,355.99,321.37,332.48,316.52,336.29,335.77,345.18,346.58,374.08,370.49,372.40,375.47,380.75,371.18,367.82,368.91,359.99,373.38,380.50,375.66,361.40,350.72,274.75,368.70,382.21,376.26,375.44,376.80,375.63,367.61,359.96,361.16,356.02,361.49,362.54,356.83,371.07,375.75,375.36,371.89,374.45,370.69,363.36,365.07,372.97,370.76,379.42,382.10,375.17,377.99,389.07,394.78,396.41,379.86,372.08,373.56,370.94,372.94
2016-02-24 22:00:56.902000,L8,407.79,389.41,371.13,375.12,386.77,348.56,342.67,346.29,351.20,359.27,348.03,353.07,343.64,358.39,321.71,334.01,319.10,336.08,335.00,350.44,346.70,373.58,371.07,373.19,374.70,382.45,371.79,367.67,369.60,358.99,372.58,379.55,371.16,358.04,350.28,272.82,365.77,385.60,376.95,376.22,374.69,376.66,368.52,359.08,367.22,355.65,361.48,360.77,357.40,371.21,376.56,376.82,371.01,374.42,368.78,363.82,364.30,371.68,372.10,378.54,380.35,373.53,371.99,386.03,390.82,394.41,379.06,373.03,369.67,366.16,370.16
2016-03-27 22:00:45.116000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.47,496.15,466.82,469.70,482.07,471.40,488.37,482.79,482.52,496.79,515.10,500.15,519.76,513.62,475.08,458.43,509.05,459.19,447.07,438.72,487.89,448.08,467.66,481.11,479.02,434.49,423.52,428.46,449.00,488.43,473.80,473.75,452.44,450.93,508.25,483.46,477.30,419.38,399.89,414.13,492.79
2016-04-28 22:00:37.466000,L8,380.35,368.74,357.70,360.37,373.07,346.83,344.98,349.81,352.12,358.17,350.87,354.72,346.23,364.57,320.58,337.44,317.07,330.78,330.27,350.22,341.78,371.59,368.63,375.31,368.86,395.01,371.42,379.62,364.11,362.12,373.62,381.89,373.72,366.73,350.75,275.96,366.90,389.95,383.70,380.98,392.37,391.28,368.82,353.12,359.40,350.30,369.75,362.77,358.31,378.34,379.20,380.44,372.44,380.91,372.18,366.58,364.61,373.33,372.75,378.62,354.22,239.61,378.59,388.04,393.18,386.63,375.47,369.32,365.22,358.19,373.59
2016-06-15 22:00:44.975000,L8,490.92,463.33,459.42,437.71,497.06,494.24,485.97,522.09,506.49,386.12,390.06,388.41,384.38,387.55,384.84,378.18,380.74,524.15,512.78,512.18,525.89,515.58,496.99,416.03,413.36,419.70,409.05,414.64,414.87,401.79,402.02,418.84,414.95,416.26,411.04,475.13,521.23,526.84,483.73,478.66,466.00,527.43,471.71,399.52,400.86,389.96,389.05,394.32,380.11,385.08,403.92,399.97,401.66,409.05,404.08,391.81,394.53,411.84,405.04,408.33,400.72,397.63,386.67,393.90,406.70,406.65,390.84,384.14,382.46,382.90,384.79
